stop_id,route_id,location_name,lat,lon,stop_type,priority,status,delay_reason,scheduled_date,time_window_start,time_window_end,service_duration_min,cargo_weight_kg,cargo_type,contact_person,notes
STP-100451,R-010,Andheri,18.945593,72.864991,warehouse,high,failed,,2024-06-10,17:15,22:45,49,429.4,groceries,Priya Patel,
STP-100452,R-006,Andheri,19.166312,72.854945,pickup,high,completed,traffic,2024-05-29,11:15,22:00,16,150.44,electronics,Rahul Mehta,
STP-100453,R-013,Kurla,18.900936,72.956567,pickup,low,completed,customer_unavailable,2025-12-12,21:30,21:30,40,413.84,furniture,Vikram Singh,
STP-100454,R-009,Kurla,19.063927,72.832861,delivery,medium,failed,,2024-10-20,06:15,16:45,7,33.1,electronics,Vikram Singh,Leave at doorstep
STP-100455,R-018,Dadar,18.90831,72.970692,pickup,low,pending,,2025-07-10,07:30,08:15,48,326.5,pharmaceuticals,Priya Patel,
STP-100456,R-008,Thane,19.226009,73.029835,warehouse,medium,failed,,2024-12-31,12:00,20:00,5,202.96,groceries,Sneha Iyer,Urgent delivery
STP-100457,R-003,Andheri,19.283627,72.877488,delivery,low,failed,,2025-06-12,08:15,17:30,29,443.5,electronics,Priya Patel,Call before arrival
STP-100458,R-016,Panvel,19.204393,72.978786,pickup,medium,delayed,,2024-03-14,06:45,10:45,31,20.85,electronics,Priya Patel,Handle with care
STP-100459,R-002,Borivali,19.030765,72.900347,warehouse,high,pending,vehicle_issue,2025-10-06,16:15,16:15,28,179.23,furniture,Vikram Singh,Call before arrival
STP-100460,R-006,Thane,19.01562,72.893406,warehouse,high,completed,,2025-12-24,11:45,21:00,18,404.65,groceries,Vikram Singh,
STP-100461,R-001,Kurla,19.018712,72.988094,delivery,low,failed,traffic,2024-12-07,07:30,16:15,24,244.9,electronics,Amit Sharma,Handle with care
STP-100462,R-015,Borivali,19.245028,72.846492,pickup,medium,failed,,2025-07-13,19:00,22:15,42,414.43,groceries,Rahul Mehta,Handle with care
STP-100463,R-005,Panvel,19.163552,73.017341,delivery,medium,completed,,2024-03-31,20:15,20:15,42,179.93,furniture,Sneha Iyer,Leave at doorstep
STP-100464,R-020,Powai,19.135219,72.969165,pickup,low,failed,,2024-09-16,14:00,18:45,47,64.1,groceries,Vikram Singh,Leave at doorstep
STP-100465,R-009,Colaba,19.164628,72.852789,warehouse,medium,delayed,,2025-07-10,14:45,14:45,40,417.85,pharmaceuticals,Amit Sharma,Handle with care
STP-100466,R-001,Andheri,19.188033,72.946742,warehouse,medium,failed,customer_unavailable,2025-02-12,08:30,21:45,46,479.43,pharmaceuticals,Vikram Singh,Handle with care
STP-100467,R-009,Dadar,19.2584,72.876856,delivery,low,failed,vehicle_issue,2025-05-09,14:00,14:00,5,469.74,pharmaceuticals,Priya Patel,Leave at doorstep
STP-100468,R-015,Bandra,19.116406,72.897677,warehouse,low,completed,weather,2024-12-19,10:45,10:45,27,318.83,electronics,Rahul Mehta,Handle with care
STP-100469,R-004,Colaba,18.957853,73.091918,pickup,medium,delayed,,2025-04-02,15:15,21:45,35,247.56,electronics,Priya Patel,
STP-100470,R-004,Kurla,19.257658,72.949766,delivery,medium,pending,,2024-09-19,20:00,21:15,59,343.64,pharmaceuticals,Amit Sharma,
STP-100471,R-004,Borivali,18.900162,73.065631,delivery,high,failed,,2024-12-29,11:30,11:30,6,478.27,electronics,Priya Patel,Fragile
STP-100472,R-008,Kurla,19.166418,72.812203,pickup,medium,completed,,2025-09-21,12:15,19:30,5,292.46,furniture,Priya Patel,Handle with care
STP-100473,R-016,Bandra,18.96891,72.826595,warehouse,low,pending,,2025-05-14,12:15,20:30,54,429.52,groceries,Amit Sharma,
STP-100474,R-004,Andheri,19.241057,72.839273,pickup,low,delayed,,2025-07-28,07:15,13:15,42,490.02,pharmaceuticals,Priya Patel,
STP-100475,R-006,Thane,19.14889,72.886644,pickup,low,pending,,2025-06-05,21:00,21:00,21,360.95,furniture,Amit Sharma,Urgent delivery
STP-100476,R-017,Dadar,19.106003,72.922647,pickup,medium,completed,weather,2024-01-30,15:15,15:15,19,478.6,groceries,Amit Sharma,Urgent delivery
STP-100477,R-015,Dadar,19.004626,72.817561,pickup,low,failed,,2024-06-26,14:00,14:00,7,449.43,groceries,Priya Patel,Handle with care
STP-100478,R-018,Powai,19.026496,72.822557,pickup,low,pending,,2025-09-02,14:00,14:00,18,415.45,furniture,Rahul Mehta,Leave at doorstep
STP-100479,R-018,Bandra,19.288753,72.874319,warehouse,high,delayed,weather,2024-03-30,17:00,17:00,42,289.51,furniture,Amit Sharma,Fragile
STP-100480,R-008,Colaba,19.159546,72.957134,pickup,high,delayed,,2024-07-10,22:00,22:00,59,33.65,groceries,Priya Patel,
STP-100481,R-009,Panvel,18.987193,72.797425,warehouse,high,failed,,2024-10-12,18:00,18:00,26,271.64,pharmaceuticals,Vikram Singh,
STP-100482,R-009,Dadar,18.896198,72.902452,pickup,low,delayed,,2024-11-26,14:45,20:00,47,55.62,groceries,Sneha Iyer,
STP-100483,R-016,Powai,19.229225,72.96516,pickup,medium,delayed,,2025-04-26,16:30,20:45,23,471.23,furniture,Amit Sharma,Leave at doorstep
STP-100484,R-008,Borivali,19.040551,72.942138,pickup,medium,pending,,2025-09-18,07:00,18:30,29,198.63,electronics,Rahul Mehta,Call before arrival
STP-100485,R-012,Thane,18.959886,72.935747,warehouse,high,delayed,weather,2025-05-09,08:15,08:15,60,258.0,pharmaceuticals,Vikram Singh,
STP-100486,R-011,Dadar,19.230517,73.007161,warehouse,medium,pending,,2024-11-19,17:00,17:15,24,200.03,electronics,Vikram Singh,Urgent delivery
STP-100487,R-019,Colaba,18.927775,72.914583,warehouse,low,failed,,2025-04-03,07:30,10:45,24,200.61,groceries,Priya Patel,
STP-100488,R-003,Bandra,19.244749,73.098025,pickup,low,completed,vehicle_issue,2024-06-21,09:30,18:30,31,295.01,electronics,Vikram Singh,Leave at doorstep
STP-100489,R-015,Thane,19.074236,72.879985,delivery,low,failed,,2024-12-01,12:15,16:30,39,437.96,pharmaceuticals,Priya Patel,Leave at doorstep
STP-100490,R-011,Bandra,19.007573,72.843192,delivery,high,delayed,,2025-07-10,14:45,20:00,50,71.96,pharmaceuticals,Amit Sharma,Handle with care
STP-100491,R-012,Powai,19.103163,72.921477,delivery,high,completed,,2025-10-10,13:30,13:30,54,413.96,furniture,Priya Patel,
STP-100492,R-009,Vashi,19.129262,72.860812,delivery,low,completed,vehicle_issue,2025-03-07,11:15,19:30,58,276.2,furniture,Priya Patel,
STP-100493,R-005,Panvel,19.08982,72.832793,warehouse,medium,completed,customer_unavailable,2024-10-05,16:30,16:30,6,275.25,electronics,Amit Sharma,Leave at doorstep
STP-100494,R-003,Bandra,19.001857,72.77542,pickup,medium,pending,,2024-09-06,13:45,18:45,9,187.85,pharmaceuticals,Priya Patel,
STP-100495,R-005,Kurla,19.185419,72.81237,pickup,high,pending,,2024-05-17,10:15,22:30,49,273.3,electronics,Amit Sharma,
STP-100496,R-009,Colaba,19.290742,72.93776,pickup,medium,completed,vehicle_issue,2025-06-04,20:15,20:15,6,79.56,pharmaceuticals,Amit Sharma,Handle with care
STP-100497,R-017,Thane,19.016788,73.010272,pickup,medium,completed,,2025-12-13,12:30,12:30,27,265.78,furniture,Amit Sharma,Urgent delivery
STP-100498,R-017,Bandra,18.935489,72.950381,warehouse,low,delayed,,2025-03-26,14:00,20:30,5,319.36,furniture,Vikram Singh,Handle with care
STP-100499,R-003,Panvel,19.186277,72.8773,warehouse,low,failed,,2025-08-25,07:45,19:45,24,17.57,furniture,Vikram Singh,Call before arrival
STP-100500,R-004,Kurla,19.116777,72.826917,warehouse,high,failed,customer_unavailable,2025-01-04,14:15,22:30,55,203.38,electronics,Vikram Singh,Handle with care
STP-100501,R-012,Kurla,19.016885,73.081543,pickup,high,failed,weather,2025-03-17,08:45,19:30,57,73.16,groceries,Priya Patel,Leave at doorstep
STP-100502,R-020,Dadar,19.264678,72.788534,warehouse,medium,completed,,2024-10-29,07:00,11:30,6,254.05,electronics,Vikram Singh,
STP-100503,R-019,Andheri,18.906716,73.002177,warehouse,low,pending,,2024-06-30,13:15,22:15,33,436.36,electronics,Amit Sharma,
STP-100504,R-003,Borivali,18.899743,72.989731,warehouse,low,failed,,2025-12-02,13:45,21:00,24,237.82,furniture,Sneha Iyer,Urgent delivery
STP-100505,R-003,Panvel,19.105197,73.075682,delivery,medium,pending,,2025-08-19,20:15,20:15,36,454.36,electronics,Vikram Singh,Call before arrival
STP-100506,R-008,Thane,18.941901,72.88709,delivery,medium,failed,,2024-07-01,16:15,16:15,33,361.32,electronics,Priya Patel,Urgent delivery
STP-100507,R-006,Vashi,18.912005,72.890187,delivery,medium,completed,,2025-06-16,15:00,15:00,58,81.41,pharmaceuticals,Rahul Mehta,Call before arrival
STP-100508,R-013,Vashi,18.980356,72.9078,pickup,low,pending,,2024-03-09,13:00,18:00,51,94.65,groceries,Rahul Mehta,
STP-100509,R-009,Vashi,19.072038,72.980016,pickup,high,delayed,,2025-12-06,19:30,19:30,17,397.28,pharmaceuticals,Amit Sharma,
STP-100510,R-008,Vashi,19.109946,73.062335,delivery,medium,completed,,2025-08-13,10:00,19:30,58,467.28,furniture,Priya Patel,Urgent delivery
STP-100511,R-002,Vashi,19.203749,72.91789,pickup,medium,delayed,,2025-12-28,13:45,13:45,46,40.52,groceries,Sneha Iyer,Call before arrival
STP-100512,R-016,Powai,19.232204,72.922061,pickup,medium,pending,,2025-10-30,08:30,19:00,45,214.6,groceries,Sneha Iyer,Call before arrival
STP-100513,R-017,Powai,18.960754,72.770379,pickup,low,failed,,2025-10-06,09:30,15:00,18,121.37,furniture,Rahul Mehta,
STP-100514,R-002,Bandra,19.141769,72.854261,pickup,medium,pending,,2024-03-30,13:30,13:30,47,59.34,electronics,Amit Sharma,
STP-100515,R-011,Panvel,19.189587,73.031786,delivery,high,completed,,2024-05-17,07:00,07:30,58,42.41,furniture,Priya Patel,Fragile
STP-100516,R-006,Bandra,19.140996,72.844461,delivery,medium,pending,,2025-08-02,14:30,14:30,17,21.89,groceries,Sneha Iyer,Fragile
STP-100517,R-015,Panvel,18.920382,72.963525,warehouse,low,delayed,,2025-05-30,09:30,12:30,27,285.8,groceries,Rahul Mehta,
STP-100518,R-004,Thane,19.104162,72.795255,delivery,low,delayed,traffic,2024-05-05,10:15,10:15,39,450.44,electronics,Vikram Singh,
STP-100519,R-015,Vashi,19.170635,73.050431,pickup,low,failed,vehicle_issue,2024-11-27,18:45,18:45,13,492.09,pharmaceuticals,Amit Sharma,Leave at doorstep
STP-100520,R-001,Colaba,19.27062,72.858446,warehouse,low,pending,,2024-10-28,06:45,18:45,57,181.4,furniture,Amit Sharma,
STP-100521,R-019,Vashi,19.131671,72.822763,warehouse,high,failed,customer_unavailable,2024-04-19,14:00,14:00,53,363.88,groceries,Amit Sharma,Handle with care
STP-100522,R-004,Colaba,19.296217,72.864944,delivery,high,completed,,2025-06-27,09:00,19:00,42,472.93,electronics,Priya Patel,
STP-100523,R-016,Powai,19.141691,73.013456,delivery,medium,delayed,,2024-12-02,10:45,10:45,22,467.54,electronics,Vikram Singh,
STP-100524,R-007,Vashi,19.128443,72.907411,delivery,low,completed,weather,2025-01-12,11:45,19:30,52,190.92,electronics,Rahul Mehta,Urgent delivery
STP-100525,R-017,Andheri,18.892905,72.921989,pickup,high,delayed,,2024-08-27,17:00,21:45,41,450.86,electronics,Rahul Mehta,Handle with care
STP-100526,R-019,Colaba,19.266097,72.85293,pickup,high,delayed,,2024-08-15,16:45,16:45,20,361.62,furniture,Sneha Iyer,
STP-100527,R-017,Andheri,18.904149,72.823202,delivery,medium,delayed,,2025-05-12,13:30,22:30,40,423.6,pharmaceuticals,Vikram Singh,
STP-100528,R-008,Dadar,19.170016,72.935445,pickup,low,delayed,,2025-08-20,19:45,19:45,20,106.42,furniture,Vikram Singh,
STP-100529,R-001,Bandra,19.008921,72.910523,warehouse,low,failed,customer_unavailable,2024-11-17,08:15,08:15,5,376.02,electronics,Priya Patel,Urgent delivery
STP-100530,R-003,Colaba,18.890977,73.0425,warehouse,low,delayed,,2025-06-22,12:30,18:30,8,265.34,electronics,Vikram Singh,Leave at doorstep
STP-100531,R-009,Thane,18.902549,73.047645,pickup,medium,pending,,2025-10-13,22:00,22:00,35,401.57,groceries,Vikram Singh,Leave at doorstep
STP-100532,R-008,Powai,18.957094,72.905999,pickup,high,failed,,2024-07-27,22:30,22:30,20,134.48,groceries,Vikram Singh,
STP-100533,R-007,Colaba,19.185646,73.023316,delivery,medium,delayed,,2025-09-18,11:30,11:30,28,267.85,pharmaceuticals,Amit Sharma,Call before arrival
STP-100534,R-009,Dadar,19.116536,73.072515,pickup,medium,completed,weather,2025-03-29,11:15,11:15,8,281.86,electronics,Priya Patel,Leave at doorstep
STP-100535,R-014,Borivali,19.173928,72.775065,pickup,medium,completed,,2024-09-08,20:15,20:15,25,42.88,pharmaceuticals,Amit Sharma,
STP-100536,R-020,Vashi,18.988351,72.781304,pickup,medium,failed,,2025-05-19,21:45,21:45,52,20.95,pharmaceuticals,Rahul Mehta,
STP-100537,R-009,Dadar,19.222411,72.858299,warehouse,medium,completed,,2024-03-11,10:15,10:15,21,480.57,electronics,Priya Patel,
STP-100538,R-003,Borivali,19.079753,72.835925,warehouse,high,failed,,2025-05-07,15:00,16:30,11,393.83,pharmaceuticals,Vikram Singh,Handle with care
STP-100539,R-012,Bandra,19.151714,73.004527,delivery,low,delayed,,2025-03-10,16:15,16:15,39,444.21,pharmaceuticals,Priya Patel,
STP-100540,R-014,Powai,19.207648,73.016942,delivery,high,delayed,,2025-04-16,21:00,21:00,27,167.71,furniture,Vikram Singh,
STP-100541,R-009,Borivali,18.971215,72.964551,pickup,high,failed,,2024-06-10,21:45,21:45,46,498.65,electronics,Vikram Singh,
STP-100542,R-007,Powai,19.128032,72.861596,pickup,medium,delayed,,2025-12-16,12:15,20:45,19,118.8,pharmaceuticals,Rahul Mehta,
STP-100543,R-018,Colaba,19.128688,72.963423,delivery,medium,pending,,2024-11-08,11:45,17:30,26,25.76,groceries,Sneha Iyer,
STP-100544,R-015,Panvel,19.296439,73.046427,warehouse,high,completed,,2025-12-26,14:15,14:15,23,334.32,furniture,Amit Sharma,Handle with care
STP-100545,R-003,Dadar,19.152249,72.959689,delivery,high,failed,,2025-03-17,21:15,21:15,21,318.8,electronics,Amit Sharma,
STP-100546,R-016,Powai,19.146805,72.989418,warehouse,low,delayed,,2024-11-02,07:00,12:00,38,31.56,furniture,Priya Patel,
STP-100547,R-005,Dadar,18.907706,73.058546,warehouse,low,completed,,2025-04-13,13:30,13:30,50,432.6,electronics,Priya Patel,
STP-100548,R-002,Vashi,19.054026,73.067717,delivery,high,delayed,,2025-12-08,08:45,14:00,43,53.53,groceries,Priya Patel,Fragile
STP-100549,R-008,Bandra,18.926895,73.032742,pickup,high,pending,,2025-09-20,20:00,20:00,19,85.09,groceries,Sneha Iyer,Fragile
STP-100550,R-018,Thane,19.073561,73.021052,delivery,high,pending,,2024-03-28,13:45,15:15,44,243.96,electronics,Priya Patel,
STP-100551,R-007,Andheri,19.219947,72.972572,delivery,medium,completed,customer_unavailable,2024-01-07,20:15,20:15,44,422.7,pharmaceuticals,Sneha Iyer,Urgent delivery
STP-100552,R-008,Powai,19.23514,73.001132,warehouse,medium,completed,vehicle_issue,2024-07-16,18:15,18:15,36,487.2,electronics,Vikram Singh,
STP-100553,R-007,Bandra,19.164755,72.826527,pickup,medium,failed,customer_unavailable,2025-08-25,13:00,13:00,49,298.5,groceries,Amit Sharma,Urgent delivery
STP-100554,R-015,Kurla,18.979154,72.81588,pickup,medium,failed,,2025-11-30,22:00,22:00,26,486.88,groceries,Priya Patel,
STP-100555,R-020,Dadar,19.201835,72.850558,delivery,high,delayed,,2025-03-14,19:45,22:00,40,222.17,groceries,Rahul Mehta,Handle with care
STP-100556,R-014,Colaba,18.931257,72.92298,delivery,low,pending,,2025-06-13,13:45,13:45,59,227.69,furniture,Rahul Mehta,Call before arrival
STP-100557,R-007,Vashi,19.200778,73.031362,warehouse,high,delayed,vehicle_issue,2024-02-08,20:00,20:00,31,427.94,furniture,Rahul Mehta,
STP-100558,R-017,Bandra,18.892428,73.053122,pickup,high,delayed,,2025-12-29,07:00,12:00,53,115.92,groceries,Priya Patel,
STP-100559,R-006,Andheri,18.997415,72.99348,delivery,high,delayed,,2024-04-05,10:30,20:45,24,240.23,furniture,Sneha Iyer,
STP-100560,R-008,Powai,19.191205,72.942326,delivery,low,delayed,vehicle_issue,2025-05-24,09:15,21:00,27,324.24,furniture,Priya Patel,Fragile
STP-100561,R-004,Colaba,19.005958,72.815403,delivery,high,pending,,2024-10-24,17:45,17:45,25,38.12,groceries,Amit Sharma,Call before arrival
STP-100562,R-012,Bandra,19.062429,73.033301,pickup,medium,delayed,vehicle_issue,2024-01-28,17:15,21:45,41,120.21,furniture,Priya Patel,Call before arrival
STP-100563,R-004,Powai,18.993627,72.980932,delivery,medium,delayed,,2024-04-03,08:15,17:45,42,428.92,furniture,Sneha Iyer,
STP-100564,R-004,Powai,18.967175,72.81609,pickup,high,delayed,,2025-09-11,12:30,16:15,51,296.72,groceries,Priya Patel,Fragile
STP-100565,R-004,Kurla,19.093814,73.053412,delivery,high,completed,,2025-08-13,11:00,14:15,21,188.18,pharmaceuticals,Vikram Singh,
STP-100566,R-002,Bandra,19.172778,72.895515,warehouse,low,completed,,2025-05-24,10:30,22:45,23,499.72,furniture,Rahul Mehta,Urgent delivery
STP-100567,R-002,Borivali,18.942046,72.898759,delivery,low,completed,,2025-11-11,15:00,20:15,20,73.02,groceries,Sneha Iyer,
STP-100568,R-014,Bandra,18.95644,72.814443,delivery,high,completed,vehicle_issue,2025-05-15,07:45,15:15,47,133.03,electronics,Amit Sharma,Leave at doorstep
STP-100569,R-004,Powai,19.173406,73.099289,warehouse,high,delayed,,2024-09-06,14:15,18:00,19,186.17,groceries,Rahul Mehta,
STP-100570,R-013,Dadar,18.904075,72.797414,delivery,medium,failed,,2024-04-30,14:45,14:45,40,479.01,pharmaceuticals,Rahul Mehta,
STP-100571,R-005,Dadar,18.899633,72.908056,delivery,high,completed,,2024-01-18,07:15,10:00,54,41.11,furniture,Rahul Mehta,Fragile
STP-100572,R-011,Powai,19.269059,73.000282,pickup,medium,delayed,,2024-11-26,13:00,13:00,21,452.72,furniture,Rahul Mehta,Urgent delivery
STP-100573,R-016,Kurla,19.063062,73.012273,pickup,medium,pending,,2024-08-04,09:00,14:00,17,397.64,pharmaceuticals,Rahul Mehta,
STP-100574,R-020,Vashi,19.109236,73.049818,warehouse,high,failed,,2025-02-17,11:15,11:15,15,147.91,furniture,Sneha Iyer,Leave at doorstep
STP-100575,R-013,Panvel,18.949967,72.96459,pickup,medium,failed,,2025-05-22,22:45,22:45,39,126.12,groceries,Priya Patel,
STP-100576,R-002,Thane,19.272591,72.945812,pickup,medium,failed,traffic,2024-04-09,18:15,18:15,26,15.65,electronics,Amit Sharma,
STP-100577,R-008,Vashi,19.101812,72.999115,pickup,low,failed,vehicle_issue,2025-10-22,21:30,21:30,60,421.08,furniture,Amit Sharma,Handle with care
STP-100578,R-007,Kurla,19.072963,72.786787,pickup,low,delayed,,2024-01-15,14:45,17:30,7,118.66,electronics,Priya Patel,
STP-100579,R-009,Colaba,18.925661,72.839139,pickup,low,completed,,2025-02-16,09:00,14:00,11,165.49,electronics,Sneha Iyer,
STP-100580,R-014,Panvel,19.139428,72.988768,pickup,low,failed,,2025-08-22,09:15,11:45,5,269.16,pharmaceuticals,Vikram Singh,
STP-100581,R-017,Vashi,18.967405,72.907246,delivery,medium,delayed,customer_unavailable,2025-10-19,20:30,20:30,35,286.05,groceries,Rahul Mehta,
STP-100582,R-010,Kurla,19.048197,73.008534,delivery,low,pending,customer_unavailable,2024-09-07,19:00,20:15,53,435.93,furniture,Amit Sharma,Leave at doorstep
STP-100583,R-006,Bandra,19.238511,73.040854,warehouse,high,delayed,,2024-01-03,10:30,10:30,41,428.69,furniture,Priya Patel,Urgent delivery
STP-100584,R-009,Borivali,19.24869,73.066626,pickup,low,delayed,,2024-05-26,12:15,12:15,51,34.43,furniture,Vikram Singh,
STP-100585,R-015,Panvel,19.011183,73.078539,delivery,medium,failed,,2024-03-23,17:00,17:00,27,19.4,electronics,Rahul Mehta,Leave at doorstep
STP-100586,R-019,Panvel,18.96968,73.075704,warehouse,low,failed,,2024-10-11,22:45,22:45,8,45.91,pharmaceuticals,Sneha Iyer,
STP-100587,R-018,Panvel,19.108628,72.795776,pickup,low,failed,,2024-01-22,06:45,17:15,17,14.94,furniture,Sneha Iyer,
STP-100588,R-002,Thane,19.124303,72.893233,delivery,high,delayed,vehicle_issue,2025-03-03,09:15,09:15,57,283.18,pharmaceuticals,Vikram Singh,
STP-100589,R-004,Vashi,19.075283,72.78612,warehouse,low,completed,,2025-05-20,16:15,20:30,51,75.23,electronics,Rahul Mehta,Urgent delivery
STP-100590,R-004,Vashi,18.940591,73.006322,pickup,medium,failed,,2025-05-25,07:45,07:45,37,281.44,electronics,Rahul Mehta,Urgent delivery
STP-100591,R-011,Borivali,18.9586,72.841319,pickup,low,completed,traffic,2024-12-13,13:30,13:30,25,288.34,furniture,Amit Sharma,Call before arrival
STP-100592,R-005,Borivali,19.201166,72.880566,delivery,high,failed,,2024-12-20,21:00,21:00,44,245.79,groceries,Priya Patel,Leave at doorstep
STP-100593,R-012,Bandra,18.964,72.854232,pickup,high,delayed,,2025-03-09,22:30,22:30,44,238.58,pharmaceuticals,Amit Sharma,Leave at doorstep
STP-100594,R-020,Dadar,19.207297,72.882857,delivery,high,completed,,2024-03-04,18:00,18:00,15,377.79,groceries,Vikram Singh,
STP-100595,R-003,Kurla,19.232238,72.818473,delivery,low,completed,weather,2025-01-07,22:45,22:45,43,309.17,furniture,Priya Patel,Urgent delivery
STP-100596,R-020,Panvel,19.009994,73.058719,pickup,medium,delayed,,2025-03-29,13:45,13:45,16,82.46,groceries,Rahul Mehta,Handle with care
STP-100597,R-019,Andheri,19.248042,72.92108,pickup,high,pending,,2024-03-25,21:15,21:15,29,298.24,electronics,Priya Patel,
STP-100598,R-020,Powai,19.18567,72.790328,warehouse,low,completed,,2025-06-03,13:00,13:00,17,105.63,furniture,Sneha Iyer,Fragile
STP-100599,R-015,Colaba,18.895943,72.923487,warehouse,high,pending,customer_unavailable,2025-04-24,06:45,06:45,53,438.71,pharmaceuticals,Sneha Iyer,
STP-100600,R-009,Thane,19.111786,72.936614,warehouse,high,delayed,customer_unavailable,2025-10-11,20:15,20:15,59,142.76,pharmaceuticals,Priya Patel,Urgent delivery
STP-100601,R-010,Panvel,18.932399,72.891906,warehouse,high,pending,weather,2024-08-29,12:45,20:15,14,149.76,groceries,Vikram Singh,Call before arrival
STP-100602,R-001,Powai,19.214685,72.952415,warehouse,medium,delayed,,2024-03-21,10:00,10:00,18,133.0,pharmaceuticals,Priya Patel,
STP-100603,R-014,Colaba,19.230855,73.005733,warehouse,medium,failed,,2025-09-09,22:30,22:30,55,223.24,furniture,Vikram Singh,
STP-100604,R-009,Borivali,19.252555,73.002666,delivery,low,failed,,2024-03-19,10:30,12:15,53,312.37,pharmaceuticals,Sneha Iyer,
STP-100605,R-008,Powai,19.080726,73.065415,pickup,low,pending,,2024-08-16,15:15,15:15,21,110.86,furniture,Amit Sharma,
STP-100606,R-018,Vashi,19.053236,73.003052,warehouse,high,failed,customer_unavailable,2024-06-26,15:15,15:15,8,435.51,groceries,Priya Patel,
STP-100607,R-007,Dadar,19.099819,73.083418,delivery,medium,completed,,2025-09-02,08:15,20:15,57,385.11,furniture,Rahul Mehta,Fragile
STP-100608,R-020,Borivali,18.929671,72.795572,delivery,high,pending,,2024-03-18,12:45,17:30,17,477.28,groceries,Rahul Mehta,
STP-100609,R-012,Kurla,19.29251,72.842577,delivery,low,completed,vehicle_issue,2025-09-30,19:15,20:30,19,33.82,groceries,Sneha Iyer,
STP-100610,R-002,Powai,19.192629,72.80442,warehouse,medium,pending,vehicle_issue,2025-03-01,16:30,17:15,32,14.37,electronics,Priya Patel,
STP-100611,R-003,Colaba,19.10904,73.094287,warehouse,low,completed,vehicle_issue,2025-04-18,21:30,21:30,11,467.52,pharmaceuticals,Rahul Mehta,
STP-100612,R-012,Powai,19.114849,72.789196,pickup,low,delayed,,2024-07-16,12:15,12:15,16,156.56,groceries,Vikram Singh,
STP-100613,R-006,Thane,19.271467,72.926755,delivery,medium,pending,,2025-06-06,20:15,20:45,17,337.6,electronics,Amit Sharma,
STP-100614,R-020,Colaba,18.977529,72.843942,delivery,high,delayed,,2025-05-31,20:30,20:30,8,129.09,pharmaceuticals,Rahul Mehta,Urgent delivery
STP-100615,R-015,Powai,19.216003,72.958073,delivery,low,failed,vehicle_issue,2025-07-14,13:15,13:15,44,205.5,electronics,Rahul Mehta,
STP-100616,R-008,Bandra,19.294093,73.076775,pickup,low,completed,,2024-09-29,20:00,21:00,21,85.9,electronics,Vikram Singh,Handle with care
STP-100617,R-009,Colaba,19.254485,72.804353,delivery,medium,pending,traffic,2025-08-03,20:15,20:15,39,486.63,pharmaceuticals,Priya Patel,
STP-100618,R-001,Vashi,19.05598,72.970445,delivery,medium,completed,,2024-03-08,18:15,18:15,42,389.01,pharmaceuticals,Priya Patel,Call before arrival
STP-100619,R-014,Powai,19.101919,73.092925,warehouse,medium,delayed,weather,2024-06-13,08:00,08:15,40,8.74,groceries,Amit Sharma,
STP-100620,R-012,Andheri,19.139515,72.830302,warehouse,high,failed,,2024-09-03,13:45,13:45,24,64.29,pharmaceuticals,Priya Patel,
STP-100621,R-013,Kurla,18.902504,73.00409,pickup,low,failed,,2024-03-30,20:15,21:00,27,417.38,furniture,Vikram Singh,
STP-100622,R-007,Vashi,19.23738,72.979195,pickup,low,completed,,2024-05-23,06:30,08:00,23,139.28,groceries,Sneha Iyer,Leave at doorstep
STP-100623,R-017,Vashi,19.112772,73.080861,pickup,high,delayed,,2025-01-29,07:45,20:00,51,435.05,electronics,Amit Sharma,Fragile
STP-100624,R-006,Vashi,19.107798,72.978751,warehouse,medium,pending,,2024-08-31,16:30,17:45,60,431.88,groceries,Vikram Singh,Leave at doorstep
STP-100625,R-017,Andheri,19.265506,72.96212,delivery,medium,completed,,2024-07-01,20:45,20:45,30,219.08,pharmaceuticals,Vikram Singh,Urgent delivery
STP-100626,R-013,Borivali,19.168041,73.022357,delivery,low,failed,,2025-09-11,14:30,14:30,46,113.65,furniture,Rahul Mehta,Handle with care
STP-100627,R-006,Andheri,18.955809,73.039633,pickup,high,pending,,2024-01-13,13:15,13:15,21,116.73,pharmaceuticals,Sneha Iyer,Handle with care
STP-100628,R-010,Powai,19.032854,72.804318,delivery,high,failed,,2025-04-06,13:45,13:45,8,78.62,groceries,Rahul Mehta,Handle with care
STP-100629,R-012,Powai,19.109013,72.789496,pickup,medium,completed,,2025-03-30,07:00,13:45,37,467.19,furniture,Amit Sharma,
STP-100630,R-012,Bandra,19.057654,72.822923,pickup,medium,completed,,2024-10-01,14:45,18:30,14,466.81,furniture,Amit Sharma,
STP-100631,R-007,Thane,19.13243,73.064024,delivery,low,delayed,,2025-08-30,14:00,14:00,29,184.4,pharmaceuticals,Vikram Singh,Leave at doorstep
STP-100632,R-007,Borivali,18.971199,72.861379,delivery,medium,completed,,2024-04-21,11:30,11:30,54,380.69,furniture,Amit Sharma,Handle with care
STP-100633,R-004,Vashi,19.279739,72.931537,delivery,low,failed,,2024-03-20,16:45,16:45,50,118.92,pharmaceuticals,Rahul Mehta,Handle with care
STP-100634,R-011,Powai,19.266743,73.007234,delivery,low,failed,,2025-02-02,17:30,21:00,48,112.07,electronics,Vikram Singh,
