stop_id,route_id,location_name,lat,lon,stop_type,priority,status,delay_reason,scheduled_date,time_window_start,time_window_end,service_duration_min,cargo_weight_kg,cargo_type,contact_person,notes
STP-000321,RT-128,Ambattur Industrial,13.0978,80.1609,Customs,High,Scheduled,,2024-03-10,2024-03-10 09:30,2024-03-10 13:00,60,0,Textiles,Kavita Joshi,
STP-000322,RT-128,BKC Corporate HQ,19.0658,72.8692,Meeting,Low,On Time,,2024-01-02,2024-01-02 11:00,2024-01-02 14:00,45,0,Electronics,Arjun Verma,Call 30 min before arrival
STP-000323,RT-128,Navi Mumbai Logistics,19.033,73.0297,Delivery,Low,Scheduled,,2024-03-28,2024-03-28 09:30,2024-03-28 12:00,15,1424,Documents,Vinod Yadav,Temperature controlled
STP-000324,RT-128,Connaught Place Hub,28.6315,77.2167,Warehouse,High,On Time,,2024-03-19,2024-03-19 14:00,2024-03-19 16:30,30,1616,Documents,Ravi Krishnan,High security zone
STP-000325,RT-129,Bommanahalli Pickup,12.9133,77.6398,Warehouse,Low,Cancelled,,2024-01-23,2024-01-23 11:00,2024-01-23 14:00,30,1515,Textiles,Suresh Patil,
STP-000326,RT-129,Thane Depot,19.2183,72.9781,Delivery,Medium,On Time,,2024-01-21,2024-01-21 11:30,2024-01-21 13:00,15,1463,FMCG,Ramesh Kumar,Requires forklift
STP-000327,RT-129,Dankuni Distribution,22.6748,88.2731,Customs,Medium,Scheduled,,2024-03-14,2024-03-14 11:30,2024-03-14 14:00,60,0,Pharmaceuticals,Manish Gupta,Temperature controlled
STP-000328,RT-129,Visakhapatnam Port,17.6868,83.2185,Rest,Medium,On Time,,2024-03-10,2024-03-10 09:30,2024-03-10 12:00,20,0,FMCG,Arjun Verma,Parking available
STP-000329,RT-129,Patancheru Depot,17.5334,78.2636,Delivery,Medium,Delayed,Customer not available,2024-03-24,2024-03-24 14:00,2024-03-24 18:00,15,502,Perishables,Santosh Reddy,Temperature controlled
STP-000330,RT-129,Kochi Port Terminal,9.9312,76.2673,Rest,Medium,On Time,,2024-01-15,2024-01-15 12:30,2024-01-15 15:30,20,0,Pharmaceuticals,Ramesh Kumar,Parking available
STP-000331,RT-129,Peenya Industrial Depot,13.0283,77.518,Pickup,Medium,On Time,,2024-02-07,2024-02-07 14:00,2024-02-07 16:30,10,1951,Electronics,Rajesh Singh,Call 30 min before arrival
STP-000332,RT-129,Shamshabad Cargo,17.2403,78.4294,Meeting,Medium,On Time,,2024-02-24,2024-02-24 10:00,2024-02-24 14:00,45,0,Perishables,Amit Tiwari,
STP-000333,RT-129,Uppal Distribution,17.4062,78.5604,Meeting,Low,On Time,,2024-02-28,2024-02-28 09:30,2024-02-28 11:00,45,0,Electronics,Rajesh Singh,High security zone
STP-000334,RT-129,Kolkata Dock Logistics,22.5726,88.3639,Meeting,Medium,Delayed,Customer not available,2024-02-22,2024-02-22 10:30,2024-02-22 13:30,45,0,Pharmaceuticals,Ramesh Kumar,
STP-000335,RT-129,HITEC City Warehouse,17.4435,78.3772,Meeting,Medium,On Time,,2024-03-15,2024-03-15 08:00,2024-03-15 12:00,45,0,Textiles,Suresh Patil,High security zone
STP-000336,RT-129,Howrah Industrial Hub,22.618,88.3292,Warehouse,Medium,Scheduled,,2024-02-26,2024-02-26 08:30,2024-02-26 11:30,30,73,Auto Parts,Rajesh Singh,Temperature controlled
STP-000337,RT-129,Salt Lake Warehouse,22.5831,88.4177,Delivery,Medium,Cancelled,,2024-01-19,2024-01-19 11:30,2024-01-19 15:30,15,32,Textiles,Sunita Rao,Requires forklift
STP-000338,RT-130,BKC Corporate HQ,19.0658,72.8692,Delivery,Medium,Scheduled,,2024-01-15,2024-01-15 11:00,2024-01-15 13:00,15,1919,Textiles,Kavita Joshi,Gate closes at 17:00
STP-000339,RT-130,Vadodara Depot,22.3072,73.1812,Delivery,High,On Time,,2024-03-15,2024-03-15 08:30,2024-03-15 10:30,15,1384,Perishables,Anil Sharma,Gate closes at 17:00
STP-000340,RT-130,Mulund Cold Storage,19.1726,72.9559,Delivery,High,Delayed,Weather delay,2024-03-03,2024-03-03 10:30,2024-03-03 13:30,15,1430,Textiles,Rajesh Singh,Parking available
STP-000341,RT-130,Chandigarh Distribution,30.7333,76.7794,Warehouse,Low,Delayed,Customs hold,2024-02-10,2024-02-10 09:00,2024-02-10 11:00,30,903,Pharmaceuticals,Sunita Rao,Parking available
STP-000342,RT-130,Howrah Industrial Hub,22.618,88.3292,Delivery,Low,On Time,,2024-02-27,2024-02-27 14:30,2024-02-27 17:30,15,232,FMCG,Arjun Verma,Gate closes at 17:00
STP-000343,RT-130,Dankuni Distribution,22.6748,88.2731,Warehouse,Low,Delayed,Traffic congestion,2024-01-26,2024-01-26 09:30,2024-01-26 13:00,30,1749,Textiles,Arjun Verma,Call 30 min before arrival
STP-000344,RT-130,Rajkot Warehouse,22.3039,70.8022,Warehouse,Medium,Delayed,Vehicle breakdown,2024-03-11,2024-03-11 10:30,2024-03-11 12:30,30,759,Auto Parts,Anil Sharma,High security zone
STP-000345,RT-130,Dadar Warehouse,19.0178,72.8478,Delivery,Medium,Scheduled,,2024-02-16,2024-02-16 08:00,2024-02-16 11:00,15,1661,Textiles,Arjun Verma,Requires forklift
STP-000346,RT-130,Surat Textile Hub,21.1702,72.8311,Warehouse,High,Scheduled,,2024-03-13,2024-03-13 09:00,2024-03-13 11:30,30,92,FMCG,Ravi Krishnan,
STP-000347,RT-130,Salt Lake Warehouse,22.5831,88.4177,Delivery,Medium,On Time,,2024-03-26,2024-03-26 10:00,2024-03-26 12:30,15,1889,Auto Parts,Amit Tiwari,Call 30 min before arrival
STP-000348,RT-130,Kolkata Dock Logistics,22.5726,88.3639,Delivery,Medium,Delayed,Document missing,2024-03-07,2024-03-07 08:30,2024-03-07 12:30,15,366,Auto Parts,Arjun Verma,
STP-000349,RT-130,Ahmedabad GIDC,23.0225,72.5714,Pickup,Medium,On Time,,2024-02-02,2024-02-02 08:30,2024-02-02 12:00,10,732,Documents,Sunita Rao,Parking available
STP-000350,RT-131,Lucknow Cargo Hub,26.8467,80.9462,Delivery,High,On Time,,2024-01-20,2024-01-20 11:00,2024-01-20 13:00,15,1479,Documents,Suresh Patil,Temperature controlled
STP-000351,RT-131,Kanpur Industrial,26.4499,80.3319,Pickup,Medium,On Time,,2024-03-27,2024-03-27 08:30,2024-03-27 11:30,10,340,Perishables,Sunita Rao,
STP-000352,RT-131,Ahmedabad GIDC,23.0225,72.5714,Delivery,High,On Time,,2024-03-21,2024-03-21 09:00,2024-03-21 11:00,15,538,FMCG,Manish Gupta,
STP-000353,RT-131,Jaipur Logistics Park,26.9124,75.7873,Meeting,Medium,On Time,,2024-03-25,2024-03-25 07:30,2024-03-25 11:00,45,0,Textiles,Kavita Joshi,
STP-000354,RT-131,Surat Textile Hub,21.1702,72.8311,Delivery,Low,Delayed,Weather delay,2024-01-24,2024-01-24 09:30,2024-01-24 13:00,15,1898,Auto Parts,Santosh Reddy,Gate closes at 17:00
STP-000355,RT-131,Rajkot Warehouse,22.3039,70.8022,Delivery,Medium,Delayed,Vehicle breakdown,2024-01-26,2024-01-26 08:30,2024-01-26 10:00,15,984,Textiles,Santosh Reddy,Call 30 min before arrival
STP-000356,RT-132,Ranchi Distribution,23.3441,85.3096,Pickup,Low,Delayed,Customs hold,2024-03-02,2024-03-02 13:30,2024-03-02 15:30,10,1869,Documents,Sunita Rao,Gate closes at 17:00
STP-000357,RT-132,Kochi Port Terminal,9.9312,76.2673,Pickup,Medium,On Time,,2024-02-06,2024-02-06 10:30,2024-02-06 12:30,10,1462,Perishables,Ravi Krishnan,Call 30 min before arrival
STP-000358,RT-132,Shamshabad Cargo,17.2403,78.4294,Meeting,High,On Time,,2024-03-24,2024-03-24 07:00,2024-03-24 10:30,45,0,Electronics,Rajesh Singh,
STP-000359,RT-132,Patancheru Depot,17.5334,78.2636,Meeting,Medium,Scheduled,,2024-02-16,2024-02-16 13:30,2024-02-16 17:30,45,0,Auto Parts,Manish Gupta,
STP-000360,RT-132,Kanpur Industrial,26.4499,80.3319,Delivery,Medium,Delayed,Driver illness,2024-02-09,2024-02-09 14:30,2024-02-09 17:30,15,1779,Perishables,Suresh Patil,Temperature controlled
STP-000361,RT-132,Mulund Cold Storage,19.1726,72.9559,Pickup,Medium,Scheduled,,2024-01-28,2024-01-28 09:30,2024-01-28 11:30,10,1267,Perishables,Arjun Verma,Call 30 min before arrival
STP-000362,RT-132,Bhiwandi Mega Depot,19.2979,73.0586,Delivery,Low,On Time,,2024-01-19,2024-01-19 07:30,2024-01-19 09:30,15,548,FMCG,Priya Nair,Gate closes at 17:00
STP-000363,RT-132,Madhavaram Depot,13.1499,80.2318,Meeting,Low,Scheduled,,2024-03-24,2024-03-24 13:30,2024-03-24 17:00,45,0,Documents,Rajesh Singh,
STP-000364,RT-132,Rajkot Warehouse,22.3039,70.8022,Pickup,Medium,Delayed,Weather delay,2024-01-05,2024-01-05 11:00,2024-01-05 13:00,10,499,Perishables,Ramesh Kumar,Requires forklift
STP-000365,RT-132,Panvel Port Gate,18.9894,73.1175,Delivery,Medium,Delayed,Document missing,2024-03-26,2024-03-26 13:30,2024-03-26 16:30,15,41,Perishables,Neha Desai,Gate closes at 17:00
STP-000366,RT-132,Salt Lake Warehouse,22.5831,88.4177,Customs,Medium,On Time,,2024-02-05,2024-02-05 12:00,2024-02-05 15:00,60,0,Auto Parts,Santosh Reddy,Call 30 min before arrival
STP-000367,RT-132,Raipur Warehouse,21.2514,81.6296,Delivery,Medium,Scheduled,,2024-01-10,2024-01-10 08:30,2024-01-10 12:30,15,1654,Textiles,Vinod Yadav,High security zone
STP-000368,RT-132,Dadar Warehouse,19.0178,72.8478,Meeting,Low,Scheduled,,2024-02-13,2024-02-13 14:30,2024-02-13 16:30,45,0,Documents,Ramesh Kumar,
STP-000369,RT-132,Coimbatore Industrial,11.0168,76.9558,Delivery,High,On Time,,2024-03-30,2024-03-30 10:00,2024-03-30 14:30,15,733,Textiles,Manish Gupta,Call 30 min before arrival
STP-000370,RT-132,Jaipur Logistics Park,26.9124,75.7873,Warehouse,Medium,Delayed,Vehicle breakdown,2024-02-21,2024-02-21 11:30,2024-02-21 13:00,30,985,Pharmaceuticals,Priya Nair,Temperature controlled
STP-000371,RT-132,Vadodara Depot,22.3072,73.1812,Customs,Medium,Scheduled,,2024-01-26,2024-01-26 10:00,2024-01-26 13:00,60,0,FMCG,Anil Sharma,Temperature controlled
STP-000372,RT-132,Chennai Port Logistics,13.0967,80.29,Warehouse,Low,Delayed,Customs hold,2024-01-14,2024-01-14 12:00,2024-01-14 14:00,30,1018,Textiles,Ramesh Kumar,Call 30 min before arrival
STP-000373,RT-132,Uppal Distribution,17.4062,78.5604,Warehouse,Medium,On Time,,2024-03-14,2024-03-14 12:30,2024-03-14 15:30,30,1575,Textiles,Vinod Yadav,
STP-000374,RT-133,Coimbatore Industrial,11.0168,76.9558,Delivery,High,On Time,,2024-03-15,2024-03-15 10:00,2024-03-15 13:30,15,1775,Pharmaceuticals,Rajesh Singh,High security zone
STP-000375,RT-133,Pimpri Depot,18.6298,73.7997,Delivery,Medium,On Time,,2024-01-24,2024-01-24 12:30,2024-01-24 15:30,15,1445,Documents,Priya Nair,Parking available
STP-000376,RT-133,Guwahati North Hub,26.1445,91.7362,Customs,Medium,Delayed,Driver illness,2024-01-17,2024-01-17 09:00,2024-01-17 13:00,60,0,FMCG,Manish Gupta,
STP-000377,RT-133,Ranchi Distribution,23.3441,85.3096,Customs,High,On Time,,2024-01-02,2024-01-02 09:00,2024-01-02 12:30,60,0,Documents,Arjun Verma,Parking available
STP-000378,RT-133,Panvel Port Gate,18.9894,73.1175,Warehouse,Medium,On Time,,2024-01-13,2024-01-13 07:00,2024-01-13 10:00,30,530,Auto Parts,Sunita Rao,Gate closes at 17:00
STP-000379,RT-133,Bhubaneswar Depot,20.2961,85.8245,Pickup,Medium,On Time,,2024-03-12,2024-03-12 12:30,2024-03-12 15:30,10,258,Pharmaceuticals,Sunita Rao,Temperature controlled
STP-000380,RT-133,Madurai Warehouse,9.9252,78.1198,Meeting,Medium,Scheduled,,2024-02-15,2024-02-15 09:30,2024-02-15 12:30,45,0,Auto Parts,Amit Tiwari,Gate closes at 17:00
STP-000381,RT-133,Visakhapatnam Port,17.6868,83.2185,Pickup,Medium,Delayed,Document missing,2024-03-22,2024-03-22 09:30,2024-03-22 11:30,10,838,Documents,Amit Tiwari,Gate closes at 17:00
STP-000382,RT-133,Kochi Port Terminal,9.9312,76.2673,Delivery,Medium,Delayed,Customer not available,2024-03-24,2024-03-24 12:30,2024-03-24 15:30,15,565,Auto Parts,Ravi Krishnan,Parking available
STP-000383,RT-133,Kanpur Industrial,26.4499,80.3319,Warehouse,Medium,On Time,,2024-01-22,2024-01-22 14:00,2024-01-22 17:00,30,490,Perishables,Vinod Yadav,Gate closes at 17:00
STP-000384,RT-133,Howrah Industrial Hub,22.618,88.3292,Delivery,Medium,Scheduled,,2024-03-01,2024-03-01 08:00,2024-03-01 10:00,15,1083,Documents,Suresh Patil,Gate closes at 17:00
STP-000385,RT-133,Patna Cargo Center,25.5941,85.1376,Delivery,High,On Time,,2024-01-30,2024-01-30 13:00,2024-01-30 16:30,15,268,FMCG,Manish Gupta,Requires forklift
STP-000386,RT-134,Bhubaneswar Depot,20.2961,85.8245,Customs,Medium,Delayed,Customer not available,2024-02-26,2024-02-26 11:00,2024-02-26 15:00,60,0,Perishables,Neha Desai,
STP-000387,RT-134,Nashik Depot,19.9975,73.7898,Pickup,Medium,On Time,,2024-03-02,2024-03-02 11:00,2024-03-02 14:00,10,759,Auto Parts,Vinod Yadav,Requires forklift
STP-000388,RT-134,Indore Logistics Hub,22.7196,75.8577,Delivery,High,Delayed,Customer not available,2024-02-06,2024-02-06 09:30,2024-02-06 12:00,15,1949,Documents,Kavita Joshi,High security zone
STP-000389,RT-134,Bhopal Central Depot,23.2599,77.4126,Delivery,Medium,On Time,,2024-01-30,2024-01-30 11:00,2024-01-30 15:30,15,1816,Textiles,Deepak Mehta,
STP-000390,RT-134,Guwahati North Hub,26.1445,91.7362,Delivery,Low,On Time,,2024-01-29,2024-01-29 13:30,2024-01-29 16:00,15,500,Textiles,Ravi Krishnan,High security zone
STP-000391,RT-135,Uran Customs Terminal,18.8921,72.9448,Delivery,Medium,Cancelled,,2024-01-03,2024-01-03 10:00,2024-01-03 13:00,15,55,FMCG,Suresh Patil,High security zone
STP-000392,RT-135,Panvel Port Gate,18.9894,73.1175,Delivery,Low,On Time,,2024-01-12,2024-01-12 07:00,2024-01-12 09:00,15,710,Auto Parts,Vinod Yadav,
STP-000393,RT-135,Kurla Sorting Center,19.0728,72.8826,Rest,Medium,On Time,,2024-01-11,2024-01-11 07:00,2024-01-11 10:00,20,0,Auto Parts,Suresh Patil,
STP-000394,RT-135,Thane Depot,19.2183,72.9781,Delivery,Low,On Time,,2024-01-02,2024-01-02 11:00,2024-01-02 14:00,15,917,FMCG,Neha Desai,Call 30 min before arrival
STP-000395,RT-135,Andheri Distribution Hub,19.1196,72.8464,Delivery,Low,On Time,,2024-03-26,2024-03-26 08:00,2024-03-26 12:30,15,1978,Pharmaceuticals,Amit Tiwari,Parking available
STP-000396,RT-135,BKC Corporate HQ,19.0658,72.8692,Delivery,Low,On Time,,2024-03-02,2024-03-02 08:30,2024-03-02 11:00,15,116,Documents,Arjun Verma,Temperature controlled
STP-000397,RT-135,Nagpur Cold Chain,21.1458,79.0882,Rest,Medium,Delayed,Customer not available,2024-01-02,2024-01-02 13:00,2024-01-02 16:30,20,0,Documents,Anil Sharma,Call 30 min before arrival
STP-000398,RT-135,Navi Mumbai Logistics,19.033,73.0297,Rest,Medium,Scheduled,,2024-03-17,2024-03-17 14:00,2024-03-17 18:30,20,0,FMCG,Rajesh Singh,
STP-000399,RT-135,Indore Logistics Hub,22.7196,75.8577,Delivery,Medium,On Time,,2024-02-15,2024-02-15 07:00,2024-02-15 09:00,15,486,Pharmaceuticals,Manish Gupta,Parking available
STP-000400,RT-135,Mulund Cold Storage,19.1726,72.9559,Warehouse,Medium,Delayed,Weather delay,2024-03-29,2024-03-29 10:30,2024-03-29 12:30,30,1850,Electronics,Kavita Joshi,
STP-000401,RT-135,Nashik Depot,19.9975,73.7898,Meeting,Medium,On Time,,2024-03-13,2024-03-13 14:00,2024-03-13 16:30,45,0,Auto Parts,Vinod Yadav,Requires forklift
STP-000402,RT-135,Bhopal Central Depot,23.2599,77.4126,Delivery,High,On Time,,2024-03-10,2024-03-10 11:30,2024-03-10 14:30,15,1316,Textiles,Deepak Mehta,Requires forklift
STP-000403,RT-136,Ranchi Distribution,23.3441,85.3096,Delivery,Medium,Scheduled,,2024-03-07,2024-03-07 08:00,2024-03-07 10:00,15,275,FMCG,Sunita Rao,Call 30 min before arrival
STP-000404,RT-136,Andheri Distribution Hub,19.1196,72.8464,Delivery,Medium,On Time,,2024-03-14,2024-03-14 08:30,2024-03-14 10:30,15,1446,Textiles,Vinod Yadav,Call 30 min before arrival
STP-000405,RT-136,Ahmedabad GIDC,23.0225,72.5714,Pickup,Medium,On Time,,2024-01-27,2024-01-27 08:30,2024-01-27 10:00,10,1318,Electronics,Priya Nair,
STP-000406,RT-136,Patna Cargo Center,25.5941,85.1376,Warehouse,Low,Scheduled,,2024-02-04,2024-02-04 07:00,2024-02-04 11:00,30,169,FMCG,Manish Gupta,Gate closes at 17:00
STP-000407,RT-136,Electronic City Hub,12.8399,77.677,Delivery,Medium,Delayed,Document missing,2024-01-25,2024-01-25 13:00,2024-01-25 15:00,15,860,Perishables,Suresh Patil,Parking available
STP-000408,RT-136,Coimbatore Industrial,11.0168,76.9558,Meeting,Low,On Time,,2024-01-22,2024-01-22 13:00,2024-01-22 15:30,45,0,Perishables,Rajesh Singh,
STP-000409,RT-136,Raipur Warehouse,21.2514,81.6296,Customs,Low,Delayed,Document missing,2024-02-22,2024-02-22 12:30,2024-02-22 15:30,60,0,Textiles,Anil Sharma,
STP-000410,RT-136,Lonavala Transit Stop,18.7515,73.4061,Warehouse,Low,On Time,,2024-02-27,2024-02-27 11:30,2024-02-27 14:30,30,80,Pharmaceuticals,Santosh Reddy,Call 30 min before arrival
STP-000411,RT-136,Delhi Cargo Terminal,28.5562,77.1,Pickup,Low,Scheduled,,2024-02-08,2024-02-08 11:00,2024-02-08 13:00,10,54,Documents,Sunita Rao,High security zone
STP-000412,RT-136,Lucknow Cargo Hub,26.8467,80.9462,Customs,Medium,On Time,,2024-01-05,2024-01-05 09:30,2024-01-05 11:30,60,0,Pharmaceuticals,Priya Nair,Temperature controlled
STP-000413,RT-136,Navi Mumbai Logistics,19.033,73.0297,Delivery,Low,Delayed,Driver illness,2024-02-21,2024-02-21 08:00,2024-02-21 12:00,15,998,FMCG,Kavita Joshi,Gate closes at 17:00
STP-000414,RT-136,Rajkot Warehouse,22.3039,70.8022,Meeting,Medium,Scheduled,,2024-01-08,2024-01-08 13:30,2024-01-08 15:30,45,0,Auto Parts,Deepak Mehta,Gate closes at 17:00
STP-000415,RT-136,Shamshabad Cargo,17.2403,78.4294,Customs,Medium,On Time,,2024-03-21,2024-03-21 07:30,2024-03-21 11:00,60,0,Electronics,Priya Nair,Requires forklift
STP-000416,RT-136,Peenya Industrial Depot,13.0283,77.518,Delivery,Medium,Scheduled,,2024-03-27,2024-03-27 09:30,2024-03-27 11:30,15,1188,Textiles,Suresh Patil,Temperature controlled
STP-000417,RT-136,Hinjewadi Tech Zone,18.5912,73.7389,Pickup,Low,Delayed,Traffic congestion,2024-02-13,2024-02-13 09:00,2024-02-13 11:30,10,1132,Auto Parts,Vinod Yadav,Gate closes at 17:00
STP-000418,RT-136,Uppal Distribution,17.4062,78.5604,Pickup,Medium,On Time,,2024-03-02,2024-03-02 09:00,2024-03-02 11:30,10,1180,FMCG,Manish Gupta,Temperature controlled
STP-000419,RT-136,Jaipur Logistics Park,26.9124,75.7873,Delivery,Medium,Delayed,Customer not available,2024-03-28,2024-03-28 13:00,2024-03-28 16:00,15,758,Pharmaceuticals,Anil Sharma,Parking available
STP-000420,RT-136,HITEC City Warehouse,17.4435,78.3772,Delivery,Medium,On Time,,2024-02-14,2024-02-14 11:30,2024-02-14 13:00,15,1902,Documents,Anil Sharma,Temperature controlled
STP-000421,RT-136,Kolkata Dock Logistics,22.5726,88.3639,Meeting,High,Scheduled,,2024-01-07,2024-01-07 08:00,2024-01-07 10:00,45,0,Documents,Vinod Yadav,Call 30 min before arrival
STP-000422,RT-136,Uran Customs Terminal,18.8921,72.9448,Delivery,Low,On Time,,2024-03-01,2024-03-01 11:00,2024-03-01 14:30,15,1111,FMCG,Anil Sharma,High security zone
STP-000423,RT-136,Nashik Depot,19.9975,73.7898,Pickup,Medium,Delayed,Customs hold,2024-03-30,2024-03-30 09:00,2024-03-30 13:30,10,1088,Electronics,Vinod Yadav,Requires forklift
STP-000424,RT-136,Noida Distribution Center,28.5355,77.391,Delivery,Medium,On Time,,2024-02-29,2024-02-29 11:00,2024-02-29 13:00,15,565,Perishables,Sunita Rao,Parking available
STP-000425,RT-137,Guwahati North Hub,26.1445,91.7362,Customs,High,On Time,,2024-02-09,2024-02-09 10:30,2024-02-09 14:30,60,0,FMCG,Ramesh Kumar,Parking available
STP-000426,RT-137,Kurla Sorting Center,19.0728,72.8826,Meeting,Medium,Delayed,Customer not available,2024-03-05,2024-03-05 11:30,2024-03-05 13:00,45,0,Documents,Ramesh Kumar,High security zone
STP-000427,RT-137,Andheri Distribution Hub,19.1196,72.8464,Delivery,Medium,On Time,,2024-01-18,2024-01-18 13:00,2024-01-18 17:30,15,1398,Textiles,Sunita Rao,Temperature controlled
STP-000428,RT-137,Noida Distribution Center,28.5355,77.391,Pickup,Medium,On Time,,2024-03-18,2024-03-18 13:30,2024-03-18 16:30,10,433,Perishables,Rajesh Singh,Temperature controlled
STP-000429,RT-137,Nashik Depot,19.9975,73.7898,Customs,Medium,On Time,,2024-01-19,2024-01-19 09:00,2024-01-19 12:30,60,0,Textiles,Neha Desai,Gate closes at 17:00
STP-000430,RT-137,Ranchi Distribution,23.3441,85.3096,Delivery,Low,Cancelled,,2024-01-04,2024-01-04 09:30,2024-01-04 13:30,15,631,Auto Parts,Neha Desai,High security zone
STP-000431,RT-137,Vadodara Depot,22.3072,73.1812,Delivery,High,Delayed,Vehicle breakdown,2024-01-04,2024-01-04 09:30,2024-01-04 11:00,15,1417,Electronics,Priya Nair,Gate closes at 17:00
STP-000432,RT-137,Peenya Industrial Depot,13.0283,77.518,Meeting,Medium,Scheduled,,2024-03-24,2024-03-24 14:30,2024-03-24 18:00,45,0,Auto Parts,Kavita Joshi,Requires forklift
STP-000433,RT-137,Pimpri Depot,18.6298,73.7997,Delivery,Medium,Delayed,Vehicle breakdown,2024-02-04,2024-02-04 13:30,2024-02-04 15:00,15,1561,FMCG,Suresh Patil,Requires forklift
STP-000434,RT-137,Indore Logistics Hub,22.7196,75.8577,Customs,Low,On Time,,2024-02-11,2024-02-11 14:30,2024-02-11 18:00,60,0,Documents,Ramesh Kumar,
STP-000435,RT-137,Patancheru Depot,17.5334,78.2636,Warehouse,Medium,Scheduled,,2024-01-14,2024-01-14 07:30,2024-01-14 11:30,30,96,FMCG,Manish Gupta,
STP-000436,RT-137,Ludhiana Warehouse,30.901,75.8573,Rest,High,On Time,,2024-03-21,2024-03-21 13:00,2024-03-21 17:00,20,0,Auto Parts,Amit Tiwari,High security zone
STP-000437,RT-137,Aurangabad Hub,19.8762,75.3433,Warehouse,Medium,On Time,,2024-02-07,2024-02-07 09:00,2024-02-07 12:00,30,1333,Auto Parts,Suresh Patil,Gate closes at 17:00
STP-000438,RT-137,Delhi Cargo Terminal,28.5562,77.1,Delivery,Medium,On Time,,2024-02-22,2024-02-22 09:30,2024-02-22 12:30,15,939,Textiles,Amit Tiwari,Temperature controlled
STP-000439,RT-137,HITEC City Warehouse,17.4435,78.3772,Customs,High,On Time,,2024-03-24,2024-03-24 12:00,2024-03-24 16:00,60,0,Perishables,Kavita Joshi,Parking available
STP-000440,RT-137,Salt Lake Warehouse,22.5831,88.4177,Delivery,Low,Scheduled,,2024-03-11,2024-03-11 09:30,2024-03-11 12:00,15,1878,Pharmaceuticals,Santosh Reddy,Requires forklift
STP-000441,RT-137,Shamshabad Cargo,17.2403,78.4294,Delivery,High,On Time,,2024-02-09,2024-02-09 07:30,2024-02-09 10:30,15,380,Electronics,Amit Tiwari,Requires forklift
STP-000442,RT-137,Bhiwandi Mega Depot,19.2979,73.0586,Rest,High,On Time,,2024-02-28,2024-02-28 11:30,2024-02-28 13:30,20,0,Electronics,Santosh Reddy,
STP-000443,RT-137,Pune Warehouse Central,18.5204,73.8567,Delivery,Medium,Delayed,Traffic congestion,2024-02-22,2024-02-22 14:30,2024-02-22 17:00,15,511,Textiles,Vinod Yadav,Temperature controlled
STP-000444,RT-137,Hinjewadi Tech Zone,18.5912,73.7389,Delivery,High,On Time,,2024-01-19,2024-01-19 12:00,2024-01-19 14:30,15,189,Electronics,Suresh Patil,
STP-000445,RT-137,Visakhapatnam Port,17.6868,83.2185,Rest,High,Delayed,Weather delay,2024-03-25,2024-03-25 11:00,2024-03-25 15:30,20,0,Electronics,Suresh Patil,High security zone
STP-000446,RT-137,Sriperumbudur Hub,12.9674,79.9482,Delivery,Low,On Time,,2024-03-11,2024-03-11 08:00,2024-03-11 11:30,15,259,Perishables,Sunita Rao,High security zone
STP-000447,RT-137,Kolkata Dock Logistics,22.5726,88.3639,Delivery,Medium,Delayed,Customs hold,2024-01-27,2024-01-27 10:00,2024-01-27 14:00,15,1093,Electronics,Kavita Joshi,High security zone
STP-000448,RT-138,Whitefield Warehouse,12.9698,77.75,Pickup,High,On Time,,2024-02-07,2024-02-07 10:00,2024-02-07 14:00,10,962,Perishables,Ravi Krishnan,Gate closes at 17:00
STP-000449,RT-138,Yeshwanthpur Junction,13.0299,77.552,Warehouse,Medium,Delayed,Customs hold,2024-01-06,2024-01-06 13:30,2024-01-06 16:30,30,444,Electronics,Arjun Verma,Temperature controlled
STP-000450,RT-138,Ghaziabad Cold Chain,28.6692,77.4538,Meeting,Medium,On Time,,2024-02-08,2024-02-08 08:30,2024-02-08 11:00,45,0,Pharmaceuticals,Priya Nair,
STP-000451,RT-138,Delhi Cargo Terminal,28.5562,77.1,Warehouse,Medium,Scheduled,,2024-01-25,2024-01-25 07:30,2024-01-25 09:30,30,991,Auto Parts,Ravi Krishnan,Call 30 min before arrival
STP-000452,RT-138,Electronic City Hub,12.8399,77.677,Meeting,Medium,Scheduled,,2024-02-12,2024-02-12 14:30,2024-02-12 18:30,45,0,Electronics,Sunita Rao,High security zone
STP-000453,RT-138,Bommanahalli Pickup,12.9133,77.6398,Meeting,Medium,On Time,,2024-03-14,2024-03-14 07:30,2024-03-14 09:30,45,0,FMCG,Vinod Yadav,Call 30 min before arrival
STP-000454,RT-138,Peenya Industrial Depot,13.0283,77.518,Delivery,Medium,Delayed,Driver illness,2024-03-18,2024-03-18 09:30,2024-03-18 13:00,15,1612,Documents,Vinod Yadav,Parking available
STP-000455,RT-138,Noida Distribution Center,28.5355,77.391,Warehouse,Medium,Scheduled,,2024-01-31,2024-01-31 08:30,2024-01-31 11:30,30,629,FMCG,Manish Gupta,High security zone
STP-000456,RT-138,Connaught Place Hub,28.6315,77.2167,Delivery,Medium,Scheduled,,2024-01-12,2024-01-12 07:30,2024-01-12 09:00,15,1863,Textiles,Rajesh Singh,Temperature controlled
STP-000457,RT-138,Gurgaon Logistics Park,28.4595,77.0266,Delivery,Medium,On Time,,2024-01-19,2024-01-19 11:00,2024-01-19 14:00,15,84,Auto Parts,Deepak Mehta,Gate closes at 17:00
